client_number,customer_name,card_category,annual_fees,activation,customer_execuation_cast,week_start,week_number,quater,current_year,credit_limit,total_revolving_balance,total_transection_amount,total_transection_count,average_utilization_ratio,use_chip,expendeture_type,interest_earn,deliquent_account
C100575,Salma Ahmed,Gold,150,1,35.26,2024-12-23,52,4,2024,18984,5410.59,23542.04,38,0.285,chip,Shopping,1272.61,0
C100576,Zain Sheikh,Gold,150,1,129.81,2024-02-12,7,1,2024,14976,6361.39,9058.65,34,0.4248,online,Education,1438.57,0
C100577,Ateeq Siddiqui,Blue,20,1,12.74,2024-07-15,29,3,2024,2998,1628.73,36.4,1,0.5433,swipe,Entertainment,430.09,0
C100578,Sara Sheikh,Gold,150,1,192.71,2024-11-25,48,4,2024,14573,2692.31,6477.66,23,0.1847,online,Food,801.6,0
C100579,Zubair Malik,Blue,20,1,20.88,2024-10-28,44,4,2024,2390,349.65,82.13,2,0.1463,online,Bills,60.52,0
C100580,Hassan Sheikh,Blue,20,1,18.26,2024-06-24,26,2,2024,4437,2693.1,937.32,9,0.607,chip,Healthcare,493.54,0
C100581,Rohail Malik,Blue,20,1,25.13,2024-05-06,19,2,2024,2931,497.35,63.04,2,0.1697,chip,Grocery,76.41,0
C100582,Kiran Riaz,Blue,20,1,45.78,2024-10-07,41,4,2024,2924,2232.9,176.22,2,0.7636,online,Bills,602.1,1
C100583,Aisha Javed,Blue,20,1,28.85,2024-09-02,36,3,2024,3065,433.87,258.19,7,0.1416,online,Shopping,102.13,0
C100584,Hafsa Anjum,Blue,20,1,27.15,2024-04-08,15,2,2024,2437,1156.06,320.73,5,0.4744,online,Education,261.25,0
C100585,Salma Batool,Blue,20,1,29.45,2024-10-14,42,4,2024,2795,1354.76,259.94,5,0.4847,swipe,Shopping,335.81,0
C100586,Leen Butt,Blue,20,1,36.82,2024-04-22,17,2,2024,2935,2222.29,314.72,5,0.7572,swipe,Healthcare,585.63,1
C100587,Asad Malik,Gold,150,1,101.69,2024-09-02,36,3,2024,15584,10065.49,13569.64,40,0.6459,online,Education,2033.65,1
C100588,Maryam Siddiqui,Silver,50,1,29.97,2024-11-04,45,4,2024,6410,2256.64,1436.82,17,0.352,chip,Entertainment,635.48,0
C100589,Hussain Saleem,Silver,50,1,46.06,2024-11-11,46,4,2024,6737,2786.15,1105.14,13,0.4136,chip,Grocery,632.05,0
C100590,Rohail Mir,Blue,20,1,4.51,2024-07-22,30,3,2024,2843,1527.11,366.92,7,0.5371,swipe,Utilities,456.46,0
C100591,Zubair Javed,Silver,50,0,45.01,2024-08-26,35,3,2024,8489,831.43,1698.26,11,0.0979,swipe,Travel,231.12,0
C100592,Bilal Saleem,Gold,150,1,166.87,2024-05-27,22,2,2024,14203,2302.39,6229.62,31,0.1621,chip,Education,545.76,0
C100593,Hassan Aslam,Silver,50,1,73.36,2024-04-29,18,2,2024,7829,687.77,2668.39,15,0.0878,swipe,Travel,119.81,0
C100594,Hussain Farooq,Blue,20,1,25.49,2024-10-14,42,4,2024,2898,99.22,137.72,5,0.0342,swipe,Travel,25.12,0
C100595,Naveed Nawaz,Blue,20,1,23.36,2024-04-22,17,2,2024,2910,1181.36,207.65,5,0.406,chip,Entertainment,318.15,0
C100596,Ahmed Batool,Blue,20,1,34.63,2024-07-01,27,3,2024,3087,317.69,166.46,4,0.1029,online,Education,68.43,0
C100597,Ahmed Hussain,Platinum,300,1,262.71,2024-12-23,52,4,2024,35185,17982.42,38808.35,79,0.5111,swipe,Entertainment,4599.42,0
C100598,Khalid Yousaf,Silver,50,1,67.97,2024-11-25,48,4,2024,6072,1124.71,2619.04,14,0.1852,online,Shopping,197.06,0
C100599,Aisha Shah,Blue,20,0,26.38,2024-04-22,17,2,2024,3792,1291.81,207.51,7,0.3407,swipe,Healthcare,302.96,0
C100600,Farah Siddiqui,Gold,150,1,206.67,2024-01-01,1,1,2024,10571,884.25,8100.95,20,0.0836,swipe,Travel,259.31,0
C100601,Bilal Ahmed,Silver,50,1,60.83,2024-03-11,11,1,2024,6382,1032.59,1262.61,11,0.1618,chip,Travel,277.41,0
C100602,Ali Batool,Blue,20,1,33.45,2024-02-26,9,1,2024,2706,1623.68,244.18,4,0.6,online,Education,450.19,0
C100603,Rida Butt,Gold,150,1,58.27,2024-04-29,18,2,2024,18206,6748.31,19799.21,38,0.3707,chip,Travel,1096.63,0
C100604,Noor Malik,Gold,150,1,202.28,2024-10-14,42,4,2024,13511,6984.09,4946.15,25,0.5169,chip,Food,2086.31,1
C100605,Omar Shah,Platinum,300,1,298.06,2024-10-14,42,4,2024,36152,5136.47,36359.6,70,0.1421,swipe,Food,1200.85,0
C100606,Yahya Ahmed,Blue,20,1,7.59,2024-08-26,35,3,2024,3806,285.52,305.62,4,0.075,online,Travel,55.64,0
C100607,Sara Nazir,Blue,20,1,22.23,2024-04-01,14,2,2024,4278,1592.56,581.79,7,0.3723,swipe,Bills,234.39,0
C100608,Hamza Ullah,Silver,50,1,66.53,2024-04-22,17,2,2024,6912,3207.17,3359.93,14,0.464,online,Healthcare,455.55,1
C100609,Ateeq Rashid,Silver,50,1,84.18,2024-12-16,51,4,2024,5923,2481.62,1595.64,12,0.419,online,Travel,392.1,0
C100610,Omar Siddiqui,Platinum,300,1,182.83,2024-09-23,39,3,2024,28061,7436.37,25375.28,53,0.265,swipe,Grocery,1903.56,1
C100611,Hussain Saleem,Gold,150,1,173.9,2024-12-09,50,4,2024,11786,3278.93,3506.28,16,0.2782,swipe,Healthcare,953.96,0
C100612,Asad Riaz,Blue,20,1,27.2,2024-04-22,17,2,2024,3571,698.99,790.79,12,0.1957,online,Healthcare,102.13,0
C100613,Kiran Anjum,Silver,50,1,57.99,2024-04-29,18,2,2024,8706,970.91,1556.94,12,0.1115,chip,Entertainment,230.6,0
C100614,Mumtaz Iqbal,Blue,20,1,32.92,2024-01-01,1,1,2024,2442,163.23,397.49,7,0.0668,swipe,Bills,37.6,0
C100615,Mohammad Aslam,Gold,150,1,64.65,2024-06-10,24,2,2024,11185,5615.51,7108.26,24,0.5021,online,Shopping,1286.46,1
C100616,Leen Mir,Silver,50,1,84.59,2024-09-30,40,4,2024,8476,2729.25,2281.0,20,0.322,online,Fuel,696.69,0
C100617,Ibrahim Batool,Silver,50,1,73.6,2024-10-07,41,4,2024,4941,1378.98,686.41,11,0.2791,swipe,Education,289.27,1
C100618,Zubair Aziz,Silver,50,0,20.79,2024-10-21,43,4,2024,8297,2954.92,4241.0,14,0.3561,online,Healthcare,533.52,0
C100619,Ali Hashmi,Blue,20,1,14.9,2024-03-18,12,1,2024,2820,523.47,494.14,6,0.1856,chip,Utilities,82.29,0
C100620,Hamza Naeem,Silver,50,1,59.48,2024-12-23,52,4,2024,8871,326.99,2785.71,14,0.0369,chip,Travel,72.81,0
C100621,Mohammad Naeem,Blue,20,1,32.32,2024-10-28,44,4,2024,1452,322.86,42.74,1,0.2224,online,Grocery,92.85,1
C100622,Bilal Nawaz,Blue,20,1,36.33,2024-07-15,29,3,2024,3328,1042.15,361.23,5,0.3131,online,Fuel,202.26,0
C100623,Yahya Khalil,Platinum,300,1,46.53,2024-03-25,13,1,2024,36517,3638.96,50839.01,80,0.0997,swipe,Education,550.81,0
C100624,Yasir Riaz,Gold,150,1,211.1,2024-05-20,21,2,2024,10981,1651.58,4353.61,22,0.1504,chip,Food,316.92,0
C100625,Rohail Shah,Gold,150,1,86.43,2024-12-09,50,4,2024,9325,3319.44,3013.03,16,0.356,chip,Shopping,709.58,0
C100626,Mohammad Butt,Blue,20,1,26.6,2024-07-22,30,3,2024,3549,1236.27,634.47,16,0.3483,online,Healthcare,295.19,0
C100627,Yasir Shah,Blue,20,1,14.51,2024-02-12,7,1,2024,3923,1259.46,568.95,10,0.321,swipe,Entertainment,257.29,0
C100628,Zubair Ullah,Silver,50,1,54.9,2024-05-20,21,2,2024,7993,3360.73,3450.83,19,0.4205,chip,Fuel,487.65,0
C100629,Imran Ullah,Silver,50,1,46.24,2024-03-25,13,1,2024,5600,4022.01,852.77,8,0.7182,online,Bills,998.19,1
C100630,Aisha Shah,Blue,20,0,42.68,2024-09-16,38,3,2024,1823,854.64,50.16,1,0.4688,online,Bills,247.21,0
C100631,Kiran Javed,Gold,150,0,120.1,2024-10-14,42,4,2024,11370,3791.32,5096.6,25,0.3334,online,Utilities,730.61,0
C100632,Imran Batool,Silver,50,1,67.48,2024-01-15,3,1,2024,6015,734.95,2016.42,16,0.1222,online,Grocery,150.24,0
C100633,Nadia Mir,Gold,150,1,107.6,2024-12-23,52,4,2024,14157,1555.4,13818.13,32,0.1099,chip,Shopping,390.84,0
C100634,Farah Shah,Silver,50,1,71.5,2024-05-13,20,2,2024,6941,1266.14,1365.61,14,0.1824,chip,Entertainment,227.61,1
C100635,Hamza Ahmed,Silver,50,1,70.57,2024-06-03,23,2,2024,6901,1034.29,1448.45,12,0.1499,online,Utilities,249.6,0
C100636,Ibrahim Butt,Platinum,300,1,144.98,2024-04-01,14,2,2024,8687,202.29,1631.11,12,0.0233,online,Utilities,37.72,0
C100637,Hafsa Riaz,Blue,20,1,24.94,2024-05-06,19,2,2024,2364,1268.28,204.43,4,0.5365,swipe,Shopping,281.46,1
C100638,Zain Anjum,Platinum,300,1,428.33,2024-12-02,49,4,2024,38508,7491.51,91525.23,79,0.1945,online,Fuel,1215.37,1
C100639,Mumtaz Hussain,Gold,150,1,160.88,2024-06-10,24,2,2024,18632,1267.95,7571.69,30,0.0681,online,Fuel,340.83,0
C100640,Rana Butt,Platinum,300,1,395.01,2024-05-20,21,2,2024,15558,7654.96,7733.66,35,0.492,online,Utilities,2063.38,0
C100641,Hussain Hussain,Silver,50,1,70.76,2024-09-30,40,4,2024,7995,762.64,2305.73,15,0.0954,chip,Bills,209.69,0
C100642,Omar Farooq,Platinum,300,1,287.44,2024-08-19,34,3,2024,26888,6431.55,46778.78,63,0.2392,online,Food,1607.13,1
C100643,Sana Aslam,Silver,50,1,75.66,2024-11-04,45,4,2024,7471,290.15,2146.77,14,0.0388,online,Travel,76.87,0
C100644,Hafsa Javed,Silver,50,1,66.32,2024-07-01,27,3,2024,7892,298.67,1916.46,15,0.0378,chip,Education,54.52,0
C100645,Sara Khalil,Gold,150,1,229.86,2024-07-22,30,3,2024,15292,2889.39,4433.31,26,0.1889,online,Education,481.78,0
C100646,Hussain Yousaf,Gold,150,1,51.65,2024-05-13,20,2,2024,9700,3028.1,2774.22,20,0.3122,chip,Bills,458.27,0
C100647,Nadia Rashid,Blue,20,0,11.83,2024-03-11,11,1,2024,3235,1457.28,818.44,13,0.4505,online,Food,204.23,1
C100648,Rana Malik,Platinum,300,1,167.88,2024-09-16,38,3,2024,23379,934.72,17758.55,36,0.04,swipe,Shopping,224.52,0
C100649,Maryam Javed,Silver,50,1,43.54,2024-07-22,30,3,2024,5272,734.68,1640.68,15,0.1394,chip,Travel,189.33,1
C100650,Khalid Siddiqui,Gold,150,1,185.55,2024-06-17,25,2,2024,11668,385.15,6553.08,31,0.033,online,Shopping,104.16,0
C100651,Zubair Ullah,Gold,150,1,93.18,2024-07-29,31,3,2024,15886,5262.08,8326.27,24,0.3312,chip,Shopping,1030.09,0
C100652,Tariq Rashid,Silver,50,1,59.84,2024-09-30,40,4,2024,3583,520.09,540.52,10,0.1452,chip,Entertainment,79.13,0
C100653,Rohail Siddiqui,Gold,150,1,164.35,2024-02-05,6,1,2024,11342,4779.09,5793.47,18,0.4214,online,Fuel,1182.73,0
C100654,Sara Riaz,Blue,20,1,29.12,2024-06-17,25,2,2024,1731,1223.89,108.0,4,0.707,online,Fuel,323.0,0
C100655,Aisha Ahmed,Blue,20,1,31.06,2024-06-10,24,2,2024,1360,57.51,22.64,1,0.0423,swipe,Entertainment,9.12,0
C100656,Tariq Mir,Silver,50,1,77.81,2024-07-01,27,3,2024,6223,1498.7,3412.15,16,0.2408,swipe,Fuel,291.41,0
C100657,Latif Iqbal,Blue,20,1,40.26,2024-03-04,10,1,2024,4533,904.76,372.15,5,0.1996,swipe,Utilities,147.59,0
C100658,Hassan Rashid,Blue,20,1,23.84,2024-01-29,5,1,2024,2283,1456.57,185.27,4,0.638,online,Bills,260.3,1
C100659,Rehan Shah,Gold,150,1,107.64,2024-05-13,20,2,2024,7926,1673.83,3026.54,19,0.2112,swipe,Travel,431.78,1
C100660,Nadia Sheikh,Blue,20,1,17.53,2024-08-12,33,3,2024,4091,632.91,1079.47,9,0.1547,swipe,Travel,93.43,0
C100661,Noor Khan,Blue,20,1,16.98,2024-06-10,24,2,2024,1645,418.72,89.14,3,0.2545,online,Education,67.48,0
C100662,Mumtaz Ullah,Blue,20,1,48.06,2024-12-23,52,4,2024,500,125.32,13.19,2,0.2506,swipe,Travel,28.83,0
C100663,Imran Mir,Gold,150,1,172.88,2024-08-05,32,3,2024,12804,1410.58,8680.36,26,0.1102,swipe,Bills,300.24,0
C100664,Farah Siddiqui,Silver,50,1,32.53,2024-08-12,33,3,2024,5546,3057.58,1173.69,7,0.5513,online,Shopping,439.79,0
C100665,Sara Sheikh,Blue,20,1,41.34,2024-03-04,10,1,2024,3071,1430.47,408.09,8,0.4658,online,Entertainment,385.43,0
C100666,Mohammad Khalil,Platinum,300,0,182.71,2024-08-26,35,3,2024,24123,11365.17,25203.73,53,0.4711,online,Food,1933.06,0
C100667,Yahya Nazir,Blue,20,1,24.94,2024-07-08,28,3,2024,2454,250.27,245.19,4,0.102,chip,Healthcare,40.57,0
C100668,Leen Aslam,Blue,20,1,23.27,2024-11-25,48,4,2024,2746,1073.15,295.83,5,0.3908,online,Healthcare,155.9,1
C100669,Hassan Iqbal,Gold,150,1,141.36,2024-11-04,45,4,2024,10773,4711.2,4239.6,18,0.4373,swipe,Entertainment,1030.33,0
C100670,Mumtaz Naeem,Blue,20,1,21.24,2024-02-05,6,1,2024,3437,1178.84,467.01,6,0.343,chip,Travel,198.16,0
C100671,Imran Nazir,Silver,50,1,77.24,2024-09-02,36,3,2024,6009,2535.05,1006.74,12,0.4219,chip,Shopping,666.58,1
C100672,Fatima Aziz,Blue,20,0,25.15,2024-05-20,21,2,2024,3133,2107.52,264.52,3,0.6727,online,Travel,559.72,0
C100673,Mohammad Qureshi,Blue,20,1,25.84,2024-04-15,16,2,2024,4439,777.17,1479.38,15,0.1751,online,Healthcare,207.24,0
C100674,Rana Nawaz,Silver,50,1,101.98,2024-06-17,25,2,2024,7910,1384.88,1938.92,19,0.1751,chip,Travel,384.22,1
C100675,Rehan Ahmed,Silver,50,1,37.26,2024-05-06,19,2,2024,5632,285.75,1446.34,10,0.0507,online,Food,66.25,0
C100676,Hafsa Aslam,Gold,150,1,117.22,2024-01-15,3,1,2024,15179,2285.82,7038.58,21,0.1506,chip,Education,573.46,0
C100677,Zain Shah,Gold,150,1,93.64,2024-07-15,29,3,2024,15112,1495.4,7659.96,30,0.099,swipe,Entertainment,342.1,0
C100678,Noor Mir,Gold,150,1,198.68,2024-10-07,41,4,2024,13334,3322.91,3542.8,25,0.2492,swipe,Grocery,846.44,0
C100679,Maryam Rashid,Silver,50,1,69.53,2024-12-02,49,4,2024,7754,1743.52,972.22,6,0.2249,chip,Grocery,244.16,0
C100680,Leen Zafar,Blue,20,1,37.7,2024-10-21,43,4,2024,3595,835.22,332.05,5,0.2323,chip,Healthcare,188.01,0
C100681,Mohammad Hussain,Silver,50,1,47.65,2024-12-16,51,4,2024,8479,950.31,1443.33,11,0.1121,swipe,Travel,141.24,0
C100682,Hassan Qureshi,Blue,20,1,17.99,2024-11-11,46,4,2024,3433,414.82,351.87,7,0.1208,online,Food,97.11,1
C100683,Sara Khalil,Silver,50,1,37.92,2024-09-02,36,3,2024,8761,3579.26,6650.61,18,0.4085,chip,Shopping,1060.08,0
C100684,Farah Naeem,Platinum,300,1,117.99,2024-01-08,2,1,2024,32793,17834.13,40937.75,65,0.5438,swipe,Healthcare,4980.43,0
C100685,Hussain Javed,Platinum,300,1,60.56,2024-08-12,33,3,2024,36202,11938.77,54398.44,67,0.3298,swipe,Entertainment,3309.73,0
C100686,Rana Rashid,Silver,50,1,23.2,2024-06-10,24,2,2024,6819,452.5,1521.71,12,0.0664,swipe,Education,127.5,0
C100687,Tariq Ullah,Platinum,300,1,280.5,2024-09-23,39,3,2024,34806,10171.8,44487.28,65,0.2922,chip,Education,2877.07,0
C100688,Khalid Aziz,Silver,50,1,76.21,2024-11-18,47,4,2024,7701,3065.31,3223.38,17,0.398,swipe,Healthcare,803.89,0
C100689,Ateeq Nazir,Platinum,300,1,116.55,2024-04-29,18,2,2024,26487,226.24,34917.23,52,0.0085,online,Grocery,43.14,0
C100690,Mumtaz Pervez,Silver,50,1,21.12,2024-09-09,37,3,2024,6573,2196.24,1535.78,9,0.3341,swipe,Travel,652.88,0
C100691,Zara Iqbal,Gold,150,1,78.69,2024-09-23,39,3,2024,18461,5845.26,11219.7,36,0.3166,swipe,Grocery,1391.0,1
C100692,Hussain Butt,Platinum,300,1,186.95,2024-09-02,36,3,2024,45113,7945.49,114158.2,98,0.1761,chip,Grocery,1861.3,1
C100693,Nadia Batool,Silver,50,1,31.12,2024-10-28,44,4,2024,7468,1592.64,2077.74,13,0.2133,online,Food,232.08,0
C100694,Tariq Khalil,Blue,20,0,29.13,2024-04-15,16,2,2024,2596,991.53,134.57,2,0.3819,swipe,Education,269.08,0
C100695,Hassan Farooq,Gold,150,1,178.04,2024-10-07,41,4,2024,16741,8150.64,10411.56,35,0.4869,swipe,Healthcare,1182.63,0
C100696,Fatima Pervez,Gold,150,1,158.4,2024-02-05,6,1,2024,20783,8322.03,18052.54,40,0.4004,online,Grocery,1484.95,0
C100697,Noman Anjum,Blue,20,1,28.64,2024-07-15,29,3,2024,3824,411.22,604.07,11,0.1075,chip,Utilities,91.33,0
C100698,Hafsa Yousaf,Gold,150,1,86.34,2024-10-07,41,4,2024,6550,4196.68,1531.89,12,0.6407,online,Grocery,919.77,0
C100699,Kiran Nawaz,Gold,150,1,110.29,2024-08-05,32,3,2024,10789,3994.22,5412.66,23,0.3702,chip,Travel,754.38,0
C100700,Zubair Aslam,Silver,50,1,31.83,2024-09-30,40,3,2024,4628,2170.53,644.78,7,0.469,swipe,Education,335.56,0
C100701,Zara Aziz,Platinum,300,1,366.44,2024-07-08,28,3,2024,36969,9695.29,89687.22,98,0.2623,online,Healthcare,2152.5,0
C100702,Zara Nazir,Blue,20,1,40.36,2024-07-08,28,3,2024,3453,529.95,462.77,9,0.1535,swipe,Entertainment,75.88,0
C100703,Latif Farooq,Platinum,300,1,144.96,2024-01-15,3,1,2024,26353,9541.03,43051.63,67,0.362,online,Fuel,2774.28,1
C100704,Hussain Saleem,Blue,20,1,21.85,2024-04-22,17,2,2024,1083,895.09,46.83,2,0.8265,chip,Shopping,186.96,1
C100705,Ibrahim Ullah,Silver,50,1,24.62,2024-10-14,42,4,2024,4364,2557.51,576.39,7,0.586,chip,Grocery,715.74,1
C100706,Farah Malik,Blue,20,1,28.42,2024-10-21,43,4,2024,2660,597.29,431.35,8,0.2245,chip,Utilities,151.05,0
C100707,Maryam Ahmed,Silver,50,1,23.08,2024-04-15,16,2,2024,7345,1913.67,1216.83,11,0.2605,swipe,Grocery,480.41,0
C100708,Naveed Butt,Silver,50,1,39.11,2024-12-23,52,4,2024,7700,3147.16,2144.15,12,0.4087,swipe,Grocery,896.35,0
C100709,Maryam Hussain,Gold,150,1,14.16,2024-02-05,6,1,2024,13473,2012.1,15169.81,36,0.1493,chip,Shopping,304.99,0
C100710,Leen Iqbal,Platinum,300,1,376.39,2024-04-22,17,2,2024,26196,9118.9,22140.11,41,0.3481,swipe,Fuel,2010.87,0
C100711,Nadia Hussain,Blue,20,1,29.92,2024-09-30,40,4,2024,3079,790.21,727.07,10,0.2566,swipe,Travel,174.52,0
C100712,Bilal Malik,Blue,20,1,56.5,2024-07-15,29,3,2024,3031,406.44,214.19,4,0.1341,online,Fuel,72.33,0
C100713,Hassan Qureshi,Silver,50,1,47.1,2024-03-11,11,1,2024,7450,622.45,2400.52,19,0.0836,chip,Shopping,119.75,0
C100714,Kiran Hashmi,Blue,20,1,35.39,2024-02-12,7,1,2024,3435,782.29,406.79,5,0.2277,online,Bills,166.59,0
C100715,Hussain Abbasi,Blue,20,1,17.43,2024-09-02,36,3,2024,4043,2171.53,1222.25,16,0.5371,online,Fuel,429.28,1
C100716,Salma Hashmi,Silver,50,1,52.3,2024-05-13,20,2,2024,5415,2865.58,1538.04,11,0.5292,online,Shopping,624.58,0
C100717,Kiran Ahmed,Blue,20,1,14.57,2024-07-01,27,3,2024,2559,1298.59,129.56,4,0.5075,online,Utilities,291.64,1
C100718,Tariq Mir,Blue,20,1,10.2,2024-06-24,26,2,2024,2196,366.64,60.01,1,0.167,swipe,Education,67.37,0
C100719,Latif Hussain,Platinum,300,1,265.17,2024-12-16,51,4,2024,9398,3858.8,2208.0,16,0.4106,online,Travel,870.05,0
C100720,Hassan Anjum,Gold,150,1,157.57,2024-11-11,46,4,2024,15921,6283.51,11538.64,31,0.3947,chip,Entertainment,934.12,1
C100721,Ali Sheikh,Silver,50,1,21.52,2024-04-15,16,2,2024,8197,3998.75,2932.75,14,0.4878,swipe,Bills,1139.08,1
C100722,Mumtaz Shah,Gold,150,1,146.46,2024-11-11,46,4,2024,17054,917.32,13459.95,42,0.0538,swipe,Travel,203.26,0
C100723,Ateeq Aslam,Silver,50,1,46.8,2024-01-22,4,1,2024,9462,4041.29,4361.44,24,0.4271,online,Travel,1151.57,1
C100724,Yasir Naeem,Gold,150,1,103.76,2024-08-26,35,3,2024,17432,4598.64,15069.39,36,0.2638,swipe,Food,1104.3,1
C100725,Ibrahim Batool,Platinum,300,1,99.28,2024-02-19,8,1,2024,32212,18944.4,54540.95,74,0.5881,chip,Entertainment,4656.7,0
C100726,Nadia Qureshi,Platinum,300,1,231.28,2024-12-23,52,4,2024,29171,6261.73,37706.59,51,0.2147,chip,Shopping,1225.57,0
C100727,Tariq Aziz,Blue,20,1,33.0,2024-08-19,34,3,2024,3188,1324.41,171.34,6,0.4154,swipe,Food,342.75,1
C100728,Noman Sheikh,Blue,20,1,22.93,2024-03-18,12,1,2024,1833,595.0,143.33,5,0.3246,chip,Shopping,163.69,0
C100729,Farah Mir,Blue,20,0,6.42,2024-09-09,37,3,2024,3145,1499.43,475.68,6,0.4768,online,Food,427.97,0
C100730,Nadia Saleem,Platinum,300,0,186.06,2024-10-07,41,4,2024,22879,9515.95,16107.82,39,0.4159,online,Utilities,2785.27,1
C100731,Rehan Batool,Blue,20,1,39.97,2024-09-23,39,3,2024,2304,1059.92,96.72,3,0.46,swipe,Fuel,312.53,0
C100732,Bilal Iqbal,Blue,20,1,51.14,2024-06-03,23,2,2024,2862,2042.76,346.67,5,0.7138,swipe,Shopping,379.86,0
C100733,Hussain Rashid,Gold,150,1,77.49,2024-12-16,51,4,2024,15997,7408.9,10876.35,35,0.4631,chip,Travel,1247.12,0
C100734,Noman Ullah,Blue,20,0,13.23,2024-03-11,11,1,2024,1928,646.15,280.37,6,0.3351,swipe,Fuel,137.14,0
C100735,Zara Ahmed,Silver,50,0,69.96,2024-02-26,9,1,2024,8082,1009.86,3550.58,21,0.125,chip,Shopping,245.85,0
C100736,Sara Hashmi,Blue,20,1,36.85,2024-07-29,31,3,2024,3605,1381.64,417.94,6,0.3833,online,Entertainment,347.8,0
C100737,Ibrahim Malik,Gold,150,1,54.12,2024-04-01,14,2,2024,13645,1446.89,6416.91,22,0.106,chip,Fuel,369.81,0
C100738,Tariq Yousaf,Gold,150,1,175.15,2024-04-22,17,2,2024,15014,6649.24,6682.4,27,0.4429,swipe,Food,1034.04,0
C100739,Naveed Malik,Silver,50,1,70.21,2024-12-30,1,4,2024,5417,2863.53,928.79,9,0.5286,swipe,Shopping,724.18,1
C100740,Nadia Siddiqui,Silver,50,1,68.81,2024-04-22,17,2,2024,7479,56.48,2567.09,17,0.0076,chip,Healthcare,16.26,0
C100741,Mohammad Ullah,Blue,20,1,30.98,2024-12-09,50,4,2024,4541,2030.07,1215.6,11,0.4471,chip,Utilities,588.83,1
C100742,Latif Riaz,Gold,150,1,120.07,2024-08-19,34,3,2024,18255,8882.14,9289.69,34,0.4866,chip,Healthcare,2104.87,0
C100743,Ahmed Nazir,Gold,150,1,113.05,2024-06-03,23,2,2024,16234,3627.31,5678.71,24,0.2234,online,Fuel,1036.09,0
C100744,Kiran Nazir,Silver,50,1,40.54,2024-12-23,52,4,2024,9707,2265.24,2036.89,20,0.2334,chip,Bills,568.86,1
C100745,Imran Pervez,Platinum,300,1,240.4,2024-04-29,18,2,2024,18545,8734.56,14167.0,43,0.471,swipe,Bills,1941.7,0
C100746,Ahmed Aziz,Silver,50,1,77.05,2024-01-22,4,1,2024,6533,128.6,1922.6,15,0.0197,chip,Entertainment,31.41,0
C100747,Maryam Abbasi,Gold,150,1,130.5,2024-07-29,31,3,2024,16745,1507.09,13134.59,41,0.09,online,Fuel,289.32,0
C100748,Noman Saleem,Blue,20,1,36.55,2024-08-19,34,3,2024,2209,622.51,187.57,6,0.2818,chip,Bills,118.13,1
C100749,Rida Saleem,Gold,150,1,65.44,2024-07-29,31,3,2024,14421,3351.3,5609.17,32,0.2324,online,Education,926.54,1
C100750,Imran Yousaf,Platinum,300,1,275.22,2024-08-19,34,3,2024,24607,3352.87,12689.62,49,0.1363,chip,Entertainment,601.7,0
C100751,Noor Khalil,Gold,150,1,177.41,2024-12-23,52,4,2024,11283,4819.25,5735.38,22,0.4271,online,Shopping,949.88,1
C100752,Nadia Hashmi,Gold,150,1,72.86,2024-03-18,12,1,2024,19991,5699.28,8056.93,23,0.2851,online,Bills,1591.61,0
C100753,Noor Ullah,Blue,20,1,37.46,2024-03-11,11,1,2024,3276,1251.8,421.77,6,0.3821,chip,Travel,367.58,1
C100754,Fatima Iqbal,Blue,20,1,36.6,2024-08-12,33,3,2024,1219,864.21,132.37,6,0.7089,online,Travel,235.91,1
C100755,Hussain Rashid,Blue,20,1,40.18,2024-01-01,1,1,2024,3173,154.69,639.98,11,0.0488,online,Education,30.23,0
C100756,Mumtaz Naeem,Blue,20,1,37.73,2024-04-29,18,2,2024,3453,124.32,437.14,6,0.036,chip,Fuel,18.31,0
C100757,Imran Iqbal,Silver,50,1,55.86,2024-01-01,1,1,2024,6650,2236.57,871.98,12,0.3363,chip,Bills,570.21,0
C100758,Zubair Pervez,Gold,150,1,158.98,2024-03-11,11,1,2024,10378,3044.4,4592.75,22,0.2934,chip,Shopping,579.42,1
C100759,Ahmed Batool,Silver,50,1,67.62,2024-06-17,25,2,2024,6591,3610.15,2215.56,16,0.5477,chip,Food,876.04,1
C100760,Omar Butt,Gold,150,1,209.16,2024-12-16,51,4,2024,15858,1972.12,7004.86,32,0.1244,swipe,Fuel,504.06,0
C100761,Zubair Butt,Platinum,300,1,215.67,2024-07-01,27,3,2024,20358,6950.34,18629.74,40,0.3414,chip,Grocery,1317.71,0
C100762,Zara Nawaz,Platinum,300,1,279.89,2024-08-05,32,3,2024,42994,23672.06,98909.09,105,0.5506,swipe,Grocery,4888.42,1
C100763,Hussain Anjum,Gold,150,1,95.32,2024-09-23,39,3,2024,14172,4916.73,16085.24,39,0.3469,online,Bills,947.23,1
C100764,Sana Nazir,Blue,20,1,21.42,2024-11-18,47,4,2024,2607,738.23,216.02,4,0.2832,swipe,Grocery,106.99,0
C100765,Tariq Ullah,Gold,150,1,132.84,2024-08-05,32,3,2024,16453,9439.79,12035.22,38,0.5737,swipe,Shopping,1633.83,1
C100766,Kiran Nazir,Silver,50,1,56.16,2024-10-14,42,4,2024,5587,3839.18,671.19,9,0.6872,online,Bills,1099.83,0
